Site_ID,Zone,State_UT,Circle,City,Site_Cluster,Site_Type,Site_Criticality,Customer_Base,Power_Backup,Primary_VendorTech_ID,Sampling_Weight,Sampling_Probability
SITE0194,West,Gujarat,Gujarat,Vadodara,Ahmedabad,Semi-Urban,Tier 3,1955,Grid,7,0.28709561645232734,0.00031287474524028115
SITE0195,Central,Uttar Pradesh,UP,Kanpur,Lucknow,Urban,Tier 1,12666,Hybrid,1,4.8360705896478065,0.005270315069235213
SITE0196,East,Jharkhand,Bihar,Ranchi,Ranchi,Urban,Tier 2,5610,Hybrid,7,1.529987819354639,0.0016673697603488277
SITE0197,North,Delhi,Delhi NCR,Rohini,Delhi NCR,Semi-Urban,Tier 1,5727,DG,4,1.6820425528618708,0.0018330779191724708
SITE0198,East,Jharkhand,Bihar,Ranchi,Ranchi,Rural,Tier 3,442,DG,4,0.045436001908107454,4.951582924672275e-05
SITE0199,North,Haryana,Upper North,Panipat,Panipat,Rural,Tier 3,518,DG,9,0.05324852712307616,5.802986323484703e-05
SITE0200,North,Punjab,Upper North,Amritsar,Amritsar,Semi-Urban,Tier 2,2560,Hybrid,9,0.5370586613941966,0.0005852826801718084
SITE0201,North,Punjab,Upper North,Jalandhar,Ludhiana,Semi-Urban,Tier 1,4959,DG,8,1.4564779150763083,0.0015872591935003114
SITE0202,North,Uttarakhand,UP,Dehradun,Dehradun,Urban,Tier 2,7079,Grid,4,1.9306209934423333,0.0021039769221941804
SITE0203,West,Rajasthan,Rajasthan,Udaipur,Jaipur,Urban,Tier 1,14534,Grid,7,5.549301275062469,0.00604758875858713
SITE0204,North,Punjab,Upper North,Ludhiana,Ludhiana,Rural,Tier 3,476,DG,4,0.04893107897796187,5.332473918877834e-05
SITE0205,North,Punjab,Upper North,Ludhiana,Ludhiana,Semi-Urban,Tier 2,2531,Grid,8,0.5309747937455904,0.0005786525248104871
SITE0206,East,Odisha,East,Cuttack,Bhubaneswar,Urban,Tier 1,9177,Grid,4,3.5039175589134635,0.0038185442436737375
SITE0207,Central,Madhya Pradesh,Central,Indore,Indore,Urban,Tier 1,14526,Grid,10,5.54624675392579,0.006044259963343655
SITE0208,Central,Madhya Pradesh,Central,Bhopal,Bhopal,Semi-Urban,Tier 2,3091,DG,9,0.6484563759255709,0.0007066831110980702
SITE0209,East,West Bengal,East,Durgapur,Kolkata,Urban,Tier 2,6901,Hybrid,7,1.8820759253772483,0.0020510728549317753
SITE0210,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Urban,Tier 1,12979,Hybrid,3,4.9555787291203925,0.005400554183136258
SITE0211,North,Haryana,Upper North,Hisar,Hisar,Semi-Urban,Tier 3,1213,DG,1,0.17813144898039543,0.00019412637645854785
SITE0212,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Semi-Urban,Tier 2,3678,DG,8,0.7716022486749434,0.0008408866006530904
SITE0213,Central,Uttar Pradesh,UP,Kanpur,Lucknow,Semi-Urban,Tier 2,2375,Hybrid,1,0.4982477815668816,0.0005429868614875176
SITE0214,North,Chandigarh,Upper North,Chandigarh,Ludhiana,Urban,Tier 2,7791,Grid,8,2.1248012657026725,0.0023155931912437998
SITE0215,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Semi-Urban,Tier 2,2212,Grid,4,0.464052249610923,0.0005057208158359532
SITE0216,North,Punjab,Upper North,Ludhiana,Ludhiana,Urban,Tier 2,7126,Grid,4,1.9434390732123275,0.002117945973662343
SITE0217,North,Jammu & Kashmir,Upper North,Srinagar,Srinagar,Urban,Tier 1,9749,Hybrid,9,3.7223158201860467,0.004056553103582354
SITE0218,West,Gujarat,Gujarat,Ahmedabad,Ahmedabad,Semi-Urban,Tier 2,2627,Hybrid,6,0.5511144935478728,0.0006006006253169299
SITE0219,West,Rajasthan,Rajasthan,Udaipur,Jaipur,Semi-Urban,Tier 3,1603,Grid,5,0.23540372029313592,0.0002565412872737446
SITE0220,West,Gujarat,Gujarat,Rajkot,Ahmedabad,Rural,Tier 3,469,Grid,5,0.0482115042871095,5.254055184776691e-05
SITE0221,Central,Uttar Pradesh,UP,Noida,Delhi NCR,Semi-Urban,Tier 2,3946,Grid,4,0.8278255772896483,0.0009021583812335765
SITE0222,North,Punjab,Upper North,Jalandhar,Ludhiana,Semi-Urban,Tier 2,3404,Hybrid,7,0.7141201888225958,0.0007782430637909514
SITE0223,North,Haryana,Upper North,Hisar,Hisar,Urban,Tier 2,7727,Grid,3,2.1073468592073614,0.0022965715041382163
SITE0224,East,West Bengal,East,Howrah,Kolkata,Urban,Tier 2,7105,Grid,9,1.9377118460810534,0.0021117044825808237
SITE0225,Central,Uttar Pradesh,UP,Ghaziabad,Delhi NCR,Urban,Tier 1,11867,Grid,9,4.531000291121943,0.004937851644292932
SITE0226,North,Haryana,Upper North,Faridabad,Delhi NCR,Urban,Tier 1,12976,Grid,4,4.954433283694137,0.005399305884919953
SITE0227,Central,Madhya Pradesh,Central,Bhopal,Bhopal,Rural,Tier 3,646,DG,7,0.06640646432723397,7.236928889905634e-05
SITE0228,North,Delhi,Delhi NCR,Rohini,Delhi NCR,Urban,Tier 2,7113,Grid,5,1.9398936468929675,0.002114082193469022
SITE0229,West,Maharashtra,Maharashtra,Nashik,Mumbai,Rural,Tier 2,1459,Solar,4,0.21425703550073943,0.00023349578174197965
SITE0230,North,Haryana,Upper North,Faridabad,Delhi NCR,Semi-Urban,Tier 2,3277,DG,10,0.687477044292493,0.0007492075558293032
SITE0231,Central,Uttar Pradesh,UP,Noida,Delhi NCR,Semi-Urban,Tier 2,3922,Grid,1,0.8227906523390778,0.0008966713561069659
SITE0232,Central,Uttar Pradesh,UP,Noida,Delhi NCR,Semi-Urban,Tier 3,1967,DG,3,0.288857840185027,0.00031479520403459487
SITE0233,North,Delhi,Delhi NCR,Rohini,Delhi NCR,Semi-Urban,Tier 1,5067,DG,4,1.488197942264903,0.0016218274517979588
SITE0234,Central,Chhattisgarh,Central,Bilaspur,Raipur,Urban,Tier 1,9577,Grid,4,3.6566436157474382,0.003984984005847595
SITE0235,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Urban,Tier 2,6011,Grid,5,1.6393505850518244,0.001786552518619751
SITE0236,North,Jammu & Kashmir,Upper North,Jammu,Jammu,Semi-Urban,Tier 2,2226,Grid,7,0.4669892891654225,0.0005089215804931428
SITE0237,North,Haryana,Upper North,Hisar,Hisar,Urban,Tier 2,5773,Grid,6,1.5744420108973853,0.0017158156196958616
SITE0238,North,Chandigarh,Upper North,Chandigarh,Ludhiana,Urban,Tier 1,14822,Hybrid,6,5.65926403598293,0.006167425387352308
SITE0239,North,Punjab,Upper North,Jalandhar,Ludhiana,Semi-Urban,Tier 1,5814,Grid,1,1.7075947969860166,0.00186092457169002
SITE0240,West,Rajasthan,Rajasthan,Jodhpur,Jaipur,Urban,Tier 1,14744,Grid,4,5.629482454900304,0.006134969633728405
SITE0241,Central,Madhya Pradesh,Central,Indore,Indore,Rural,Tier 3,578,Solar,2,0.059416310187525134,6.475146901494514e-05
SITE0242,West,Gujarat,Gujarat,Ahmedabad,Ahmedabad,Rural,Tier 3,377,DG,3,0.03875423692162106,4.223408965161646e-05
SITE0243,North,Delhi,Delhi NCR,Rohini,Delhi NCR,Rural,Tier 3,626,DG,5,0.06435053663908431,7.012875363902363e-05
SITE0244,North,Punjab,Upper North,Jalandhar,Ludhiana,Urban,Tier 2,7756,Grid,1,2.1152558871505494,0.0023051907061079338
SITE0245,North,Delhi,Delhi NCR,Dwarka,Delhi NCR,Urban,Tier 2,5306,DG,3,1.4470793885019098,0.0015770167465973047
SITE0246,West,Maharashtra,Maharashtra,Mumbai,Mumbai,Rural,Tier 3,466,DG,2,0.04790311513388704,5.2204471558762e-05
SITE0247,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Urban,Tier 1,10551,Hybrid,9,4.0285315641381665,0.00439026482674094
SITE0248,North,Delhi,Delhi NCR,Karol Bagh,Delhi NCR,Rural,Tier 3,467,DG,9,0.04800591151829453,5.231649832176364e-05
SITE0249,Central,Uttar Pradesh,UP,Ghaziabad,Delhi NCR,Rural,Tier 1,1507,DG,6,0.30982830260415356,0.00033764866368692846
SITE0250,East,West Bengal,East,Kolkata,Kolkata,Rural,Tier 2,1207,Solar,9,0.1772503371140456,0.000193166147061391
SITE0251,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Urban,Tier 1,8475,DG,7,3.235883329169838,0.0035264424610586165
SITE0252,Central,Madhya Pradesh,Central,Bhopal,Bhopal,Urban,Tier 1,13416,Hybrid,5,5.12243194621151,0.005582389623311198
SITE0253,West,Gujarat,Gujarat,Rajkot,Ahmedabad,Rural,Tier 2,863,Solar,1,0.12673325677665398,0.00013811299495773027
SITE0254,West,Rajasthan,Rajasthan,Kota,Jaipur,Urban,Tier 2,5484,Hybrid,7,1.4956244565669947,0.0016299208138597096
SITE0255,West,Gujarat,Gujarat,Ahmedabad,Ahmedabad,Urban,Tier 2,7614,Grid,7,2.076528922739077,0.0022629863378424197
SITE0256,West,Maharashtra,Maharashtra,Pune,Mumbai,Semi-Urban,Tier 3,1904,Grid,6,0.27960616558835355,0.0003047127953644477
SITE0257,North,Delhi,Delhi NCR,Karol Bagh,Delhi NCR,Rural,Tier 3,246,Solar,7,0.025287910564240797,2.7558583698402254e-05
SITE0258,North,Jammu & Kashmir,Upper North,Jammu,Jammu,Semi-Urban,Tier 2,3934,DG,4,0.8253081148143631,0.0008994148686702712
SITE0259,North,Jammu & Kashmir,Upper North,Srinagar,Srinagar,Semi-Urban,Tier 2,3967,DG,7,0.8322311366213976,0.0009069595282193609
SITE0260,West,Gujarat,Gujarat,Rajkot,Ahmedabad,Urban,Tier 2,7285,DG,9,1.9868023643491166,0.002165202977565278
SITE0261,North,Haryana,Upper North,Panipat,Panipat,Semi-Urban,Tier 2,3127,Grid,4,0.6560087633514269,0.0007149136487879863
SITE0262,East,West Bengal,East,Kolkata,Kolkata,Rural,Tier 3,409,DG,7,0.04204372122266052,4.581894606766879e-05
SITE0263,Central,Uttar Pradesh,UP,Noida,Delhi NCR,Urban,Tier 2,7601,Hybrid,4,2.0729834964197167,0.0022591225576490976
SITE0264,West,Maharashtra,Maharashtra,Mumbai,Mumbai,Semi-Urban,Tier 2,2827,Grid,7,0.5930722014692944,0.0006463258347053525
SITE0265,North,Haryana,Upper North,Faridabad,Delhi NCR,Rural,Tier 3,667,Solar,7,0.06856518839979112,7.472185092209067e-05
SITE0266,East,West Bengal,East,Siliguri,Kolkata,Semi-Urban,Tier 2,3477,DG,1,0.7294347522139146,0.0007949327652177257
SITE0267,Central,Madhya Pradesh,Central,Gwalior,Gwalior,Semi-Urban,Tier 2,3291,DG,6,0.6904140838469925,0.0007524083204864927
SITE0268,Central,Uttar Pradesh,UP,Kanpur,Lucknow,Semi-Urban,Tier 3,1385,Grid,2,0.20338998914909126,0.00022165295251037824
SITE0269,North,Chandigarh,Upper North,Chandigarh,Ludhiana,Urban,Tier 2,7822,Hybrid,7,2.133255743848839,0.002324806820935567
SITE0270,West,Maharashtra,Maharashtra,Pune,Mumbai,Urban,Tier 1,12943,Grid,4,4.941833384005335,0.005385574604540611
SITE0271,North,Haryana,Upper North,Faridabad,Delhi NCR,Rural,Tier 3,586,DG,7,0.060238681262785,6.564768311895823e-05
SITE0272,North,Delhi,Delhi NCR,Saket,Delhi NCR,Rural,Tier 3,564,DG,1,0.05797716080582037,6.318309433292225e-05
SITE0273,Central,Uttar Pradesh,UP,Noida,Delhi NCR,Rural,Tier 3,458,Solar,6,0.04708074405862718,5.1308257454748917e-05
SITE0274,Central,Uttar Pradesh,UP,Kanpur,Lucknow,Rural,Tier 3,482,Grid,3,0.04954785728440677,5.399689976678816e-05
SITE0275,West,Rajasthan,Rajasthan,Udaipur,Jaipur,Semi-Urban,Tier 2,3649,Grid,8,0.7655183810263373,0.0008342564452917692
SITE0276,East,West Bengal,East,Kolkata,Kolkata,Semi-Urban,Tier 1,5898,Grid,9,1.7322659292438123,0.0018878109948104124
SITE0277,West,Rajasthan,Rajasthan,Udaipur,Jaipur,Semi-Urban,Tier 2,2039,Grid,10,0.4277588322588933,0.0004661685097149677
SITE0278,West,Maharashtra,Maharashtra,Nashik,Mumbai,Semi-Urban,Tier 2,2485,DG,7,0.5213245209236634,0.0005681357266511499
SITE0279,North,Uttarakhand,UP,Haridwar,Dehradun,Semi-Urban,Tier 3,1928,DG,7,0.283130613053753,0.0003085537129530752
SITE0280,East,Odisha,East,Cuttack,Bhubaneswar,Semi-Urban,Tier 2,2219,DG,1,0.4655207693881728,0.0005073211981645481
SITE0281,North,Haryana,Upper North,Panipat,Panipat,Rural,Tier 2,828,DG,4,0.1215934375562798,0.00013251165680764848
SITE0282,East,Odisha,East,Cuttack,Bhubaneswar,Urban,Tier 3,3514,Grid,4,0.6708492046432336,0.0007310866553486713
SITE0283,Central,Madhya Pradesh,Central,Bhopal,Bhopal,Urban,Tier 3,3112,Grid,7,0.5941043610841614,0.0006474506748563077
SITE0284,North,Haryana,Upper North,Hisar,Hisar,Urban,Tier 2,7975,Grid,9,2.1749826843766926,0.002370280541672353
SITE0285,West,Gujarat,Gujarat,Rajkot,Ahmedabad,Semi-Urban,Tier 2,3915,Hybrid,1,0.821322132561828,0.0008950709737783711
SITE0286,East,West Bengal,East,Howrah,Kolkata,Urban,Tier 1,8687,Grid,9,3.316828139291845,0.003614655535010762
SITE0287,West,Gujarat,Gujarat,Rajkot,Ahmedabad,Urban,Tier 1,11690,Hybrid,7,4.463419010972909,0.004864202049531
SITE0288,East,West Bengal,East,Siliguri,Kolkata,Semi-Urban,Tier 3,1612,DG,6,0.2367253880926607,0.0002579816313694799
SITE0289,East,Odisha,East,Bhubaneswar,Bhubaneswar,Urban,Tier 1,10307,Grid,1,3.935368669469442,0.004288736571814887
SITE0290,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Semi-Urban,Tier 2,2989,DG,1,0.6270579448856459,0.0006833632543099748
SITE0291,North,Uttarakhand,UP,Haridwar,Dehradun,Urban,Tier 1,11013,Hybrid,5,4.204930159781407,0.004582502752051745
SITE0292,East,Odisha,East,Rourkela,Bhubaneswar,Urban,Tier 2,7413,DG,6,2.0217111773397396,0.0022032463517764455
SITE0293,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Rural,Tier 3,445,DG,1,0.04574439106132991,4.9851909535727666e-05
SITE0294,North,Haryana,Upper North,Panipat,Panipat,Urban,Tier 3,4310,Grid,5,0.8228116311930384,0.00089669421871166
SITE0295,North,Punjab,Upper North,Amritsar,Amritsar,Urban,Tier 1,10591,Hybrid,8,4.043804169821564,0.004406908802958325
SITE0296,West,Gujarat,Gujarat,Ahmedabad,Ahmedabad,Semi-Urban,Tier 1,6696,DG,8,1.9666416856928735,0.0021432320144541407
SITE0297,East,Odisha,East,Bhubaneswar,Bhubaneswar,Semi-Urban,Tier 2,3547,Grid,9,0.7441199499864122,0.0008109365885036736
SITE0298,Central,Madhya Pradesh,Central,Indore,Indore,Urban,Tier 3,4430,Grid,4,0.8457205397181347,0.0009216601830377388
SITE0299,Central,Uttar Pradesh,UP,Varanasi,Lucknow,Semi-Urban,Tier 3,1813,Grid,3,0.2662426356153808,0.0002901493161742352
SITE0300,North,Haryana,Upper North,Hisar,Hisar,Urban,Tier 2,6152,Hybrid,7,1.6778048243618073,0.0018284596730242402
SITE0301,North,Delhi,Delhi NCR,Karol Bagh,Delhi NCR,Urban,Tier 2,5574,Grid,4,1.5201697157010265,0.001656670061351937
SITE0302,East,West Bengal,East,Kolkata,Kolkata,Semi-Urban,Tier 3,1108,Grid,1,0.16271199131927297,0.00017732236200830256
SITE0303,North,Delhi,Delhi NCR,Dwarka,Delhi NCR,Semi-Urban,Tier 2,3910,Grid,3,0.8202731898637925,0.0008939278435436606
SITE0304,North,Chandigarh,Upper North,Chandigarh,Ludhiana,Semi-Urban,Tier 3,1532,Grid,4,0.22497722987466265,0.0002451785727407216
SITE0305,North,Haryana,Upper North,Karnal,Panipat,Semi-Urban,Tier 2,2669,Grid,3,0.5599256122113714,0.0006102029192884987
SITE0306,Central,Uttar Pradesh,UP,Varanasi,Lucknow,Rural,Tier 3,468,DG,4,0.048108707902702004,5.242852508476526e-05
SITE0307,East,Odisha,East,Cuttack,Bhubaneswar,Semi-Urban,Tier 2,3185,Grid,3,0.6681764986486391,0.0007281739595106289
SITE0308,North,Chandigarh,Upper North,Chandigarh,Ludhiana,Urban,Tier 1,9283,Hybrid,1,3.5443899639744667,0.00386265078064981
SITE0309,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Semi-Urban,Tier 2,2923,Grid,6,0.6132119012715768,0.0006682739352117953
SITE0310,West,Rajasthan,Rajasthan,Udaipur,Jaipur,Urban,Tier 2,6125,Grid,6,1.6704412466215977,0.001820434898776572
SITE0311,East,Jharkhand,Bihar,Ranchi,Ranchi,Urban,Tier 1,9529,Hybrid,6,3.638316488927361,0.003965011234386732
SITE0312,North,Haryana,Upper North,Karnal,Panipat,Urban,Tier 2,6758,Hybrid,1,1.8430762358642871,0.0020085712728052365
SITE0313,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Urban,Tier 1,9594,Grid,3,3.663134473162882,0.003992057695739984
SITE0314,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Rural,Tier 3,446,DG,6,0.04584718744573739,4.99639362987293e-05
SITE0315,East,West Bengal,East,Durgapur,Kolkata,Rural,Tier 3,327,DG,6,0.03361441770124692,3.663275150153471e-05
SITE0316,West,Maharashtra,Maharashtra,Mumbai,Mumbai,Semi-Urban,Tier 2,3818,DG,4,0.8009726442199385,0.0008728942472249862
SITE0317,North,Haryana,Upper North,Gurugram,Delhi NCR,Urban,Tier 2,6560,DG,4,1.7890766657694173,0.0019497229283223366
SITE0318,West,Rajasthan,Rajasthan,Kota,Jaipur,Urban,Tier 1,14274,Hybrid,9,5.450029338120386,0.005939402913174124
SITE0319,Central,Uttar Pradesh,UP,Kanpur,Lucknow,Urban,Tier 2,7400,Grid,4,2.0181657510203794,0.002199382571583124
SITE0320,North,Punjab,Upper North,Patiala,Ludhiana,Urban,Tier 2,7243,Hybrid,4,1.9753479100865687,0.002152719995402239
SITE0321,Central,Chhattisgarh,Central,Raipur,Raipur,Semi-Urban,Tier 3,1792,DG,7,0.2631587440831563,0.0002867885132841861
SITE0322,North,Delhi,Delhi NCR,Dwarka,Delhi NCR,Semi-Urban,Tier 3,1915,Grid,4,0.28122153734332833,0.00030647321592590203
SITE0323,West,Gujarat,Gujarat,Vadodara,Ahmedabad,Semi-Urban,Tier 3,1929,DG,4,0.283277465031478,0.00030871375118593475
SITE0324,West,Maharashtra,Maharashtra,Mumbai,Mumbai,Urban,Tier 1,11069,DG,4,4.226311807738163,0.0046058043187560856
SITE0325,Central,Uttar Pradesh,UP,Varanasi,Lucknow,Rural,Tier 2,1344,DG,7,0.1973690580623672,0.00021509138496313954
SITE0326,North,Uttarakhand,UP,Dehradun,Dehradun,Semi-Urban,Tier 2,2226,DG,3,0.4669892891654225,0.0005089215804931428
SITE0327,East,West Bengal,East,Siliguri,Kolkata,Semi-Urban,Tier 2,2700,Grid,1,0.5664290569391918,0.0006172903267437042
SITE0328,Central,Uttar Pradesh,UP,Noida,Delhi NCR,Semi-Urban,Tier 1,4264,DG,3,1.252353666038592,0.0013648060498256357
SITE0329,West,Rajasthan,Rajasthan,Kota,Jaipur,Urban,Tier 2,6395,Grid,8,1.7440770240236927,0.0019006826412532535
SITE0330,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Urban,Tier 2,6457,Grid,1,1.7609859803160257,0.001919109900636788
SITE0331,Central,Uttar Pradesh,UP,Varanasi,Lucknow,Urban,Tier 2,5645,Hybrid,10,1.5395331979067626,0.0016777722454846939
SITE0332,North,Punjab,Upper North,Bathinda,Ludhiana,Semi-Urban,Tier 3,1210,Grid,4,0.1776908930472205,0.0001936462617599694
SITE0333,West,Maharashtra,Maharashtra,Nashik,Mumbai,Urban,Tier 1,13514,Hybrid,10,5.159849830135833,0.005623167365043793
SITE0334,East,Odisha,East,Cuttack,Bhubaneswar,Urban,Tier 1,13569,Hybrid,9,5.180849662950505,0.005646052832342699
SITE0335,North,Haryana,Upper North,Faridabad,Delhi NCR,Urban,Tier 2,7990,DG,4,2.1790735608990315,0.0023747387495877243
SITE0336,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Urban,Tier 2,6387,Grid,1,1.741895223211779,0.0018983049303650558
SITE0337,East,Bihar,Bihar,Gaya,Patna,Rural,Tier 3,563,DG,1,0.05787436442141289,6.307106756992061e-05
SITE0338,North,Punjab,Upper North,Amritsar,Amritsar,Semi-Urban,Tier 2,2456,Grid,2,0.5152406532750573,0.0005615055712898286
SITE0339,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Urban,Tier 1,10772,DG,7,4.112912710538937,0.0044822227953419955
SITE0340,West,Maharashtra,Maharashtra,Mumbai,Mumbai,Urban,Tier 3,3749,DG,3,0.7157124838382137,0.0007799783354872421
SITE0341,West,Gujarat,Gujarat,Ahmedabad,Ahmedabad,Urban,Tier 2,5981,Grid,4,1.6311688320071474,0.0017776361027890088
SITE0342,North,Haryana,Upper North,Hisar,Hisar,Urban,Tier 2,6154,Hybrid,4,1.6783502745647856,0.0018290541007462894
SITE0343,North,Punjab,Upper North,Ludhiana,Ludhiana,Urban,Tier 1,8587,Grid,9,3.278646625083351,0.003573045594467297
SITE0344,Central,Uttar Pradesh,UP,Ghaziabad,Delhi NCR,Urban,Tier 2,5475,Hybrid,1,1.4931699306535915,0.0016272458891104869
SITE0345,Central,Madhya Pradesh,Central,Bhopal,Bhopal,Urban,Tier 2,6821,Grid,1,1.860257917258109,0.0020272957460497954
SITE0346,Central,Uttar Pradesh,UP,Ghaziabad,Delhi NCR,Semi-Urban,Tier 1,4985,DG,1,1.4641142179180069,0.001595581181609004
SITE0347,West,Gujarat,Gujarat,Vadodara,Ahmedabad,Semi-Urban,Tier 3,1276,Grid,9,0.1873831235770689,0.00020420878512869504
SITE0348,North,Haryana,Upper North,Gurugram,Delhi NCR,Urban,Tier 1,14299,Hybrid,6,5.459574716672509,0.005949805398309989
SITE0349,Central,Uttar Pradesh,UP,Varanasi,Lucknow,Urban,Tier 3,3741,Hybrid,3,0.7141852232698739,0.0007783139378655035
SITE0350,North,Delhi,Delhi NCR,Dwarka,Delhi NCR,Semi-Urban,Tier 2,2189,DG,1,0.4592271131999595,0.0005004624167562847
SITE0351,East,West Bengal,East,Siliguri,Kolkata,Semi-Urban,Tier 2,3440,Grid,3,0.7216725762484517,0.0007864736014808676
SITE0352,Central,Madhya Pradesh,Central,Bhopal,Bhopal,Rural,Tier 3,668,DG,1,0.0686679847841986,7.483387768509231e-05
SITE0353,Central,Uttar Pradesh,UP,Kanpur,Lucknow,Semi-Urban,Tier 3,1674,Grid,9,0.24583021071160918,0.0002679040018067676
SITE0354,East,Odisha,East,Rourkela,Bhubaneswar,Urban,Tier 2,6715,Grid,7,1.8313490565002497,0.0019957910767811724
SITE0355,North,Punjab,Upper North,Jalandhar,Ludhiana,Urban,Tier 3,2540,Grid,4,0.4849052304478695,0.0005284462449019992
SITE0356,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Semi-Urban,Tier 3,1306,Hybrid,8,0.19178868290881815,0.00020900993211447937
SITE0357,North,Himachal Pradesh,Upper North,Solan,Shimla,Urban,Tier 2,5942,Grid,2,1.6205325530490668,0.0017660447622090435
SITE0358,East,West Bengal,East,Howrah,Kolkata,Semi-Urban,Tier 3,1337,Grid,7,0.19634109421829243,0.00021397111733312325
SITE0359,North,Chandigarh,Upper North,Chandigarh,Ludhiana,Rural,Tier 3,513,DG,8,0.05273454520103874,5.746972941983885e-05
SITE0360,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Semi-Urban,Tier 2,3098,DG,4,0.6499248957028207,0.0007082834934266651
SITE0361,East,West Bengal,East,Kolkata,Kolkata,Urban,Tier 1,10326,Hybrid,7,3.9426231571690558,0.004296642460518145
SITE0362,North,Punjab,Upper North,Bathinda,Ludhiana,Semi-Urban,Tier 3,1175,DG,3,0.17255107382684637,0.00018804492360988766
SITE0363,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Urban,Tier 3,3395,DG,3,0.6481312036891799,0.0007063287407253099
SITE0364,Central,Uttar Pradesh,UP,Varanasi,Lucknow,Semi-Urban,Tier 1,6320,DG,1,1.8562089984436918,0.0020228832633438125
SITE0365,West,Maharashtra,Maharashtra,Nashik,Mumbai,Rural,Tier 3,524,Grid,4,0.05386530542952106,5.8702023812856846e-05
SITE0366,North,Chandigarh,Upper North,Chandigarh,Ludhiana,Urban,Tier 3,4174,Hybrid,7,0.7968482015312628,0.0008683994591421043
SITE0367,North,Delhi,Delhi NCR,Saket,Delhi NCR,Rural,Tier 2,1482,DG,9,0.2176346309884139,0.0002371766610977477
SITE0368,North,Haryana,Upper North,Hisar,Hisar,Rural,Tier 3,546,Grid,6,0.056126825886485675,6.116661259889281e-05
SITE0369,Central,Chhattisgarh,Central,Raipur,Raipur,Urban,Tier 3,3430,Grid,8,0.6548129686756663,0.0007136104803204162
SITE0370,West,Gujarat,Gujarat,Vadodara,Ahmedabad,Urban,Tier 1,12384,Hybrid,8,4.728398719579856,0.005152975036902645
SITE0371,North,Haryana,Upper North,Hisar,Hisar,Urban,Tier 2,5723,Grid,1,1.5608057558229231,0.001700954926644624
SITE0372,West,Maharashtra,Maharashtra,Pune,Mumbai,Urban,Tier 1,10940,Hybrid,4,4.177057654409207,0.004552127495455017
SITE0373,North,Uttarakhand,UP,Dehradun,Dehradun,Urban,Tier 3,4819,Hybrid,1,0.9199835848536547,0.0010025915173947771
SITE0374,North,Delhi,Delhi NCR,Saket,Delhi NCR,Semi-Urban,Tier 3,1929,DG,7,0.283277465031478,0.00030871375118593475
SITE0375,West,Maharashtra,Maharashtra,Pune,Mumbai,Urban,Tier 3,3589,Hybrid,9,0.6851672724714188,0.0007466903830524705
SITE0376,North,Himachal Pradesh,Upper North,Dharamshala,Shimla,Urban,Tier 2,5482,Grid,1,1.4950790063640162,0.0016293263861376602
SITE0377,North,Uttarakhand,UP,Haridwar,Dehradun,Rural,Tier 3,623,DG,7,0.06404214748586187,6.979267335001873e-05
SITE0378,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Urban,Tier 3,4795,Grid,6,0.9154018031486356,0.0009975983245295616
SITE0379,North,Delhi,Delhi NCR,New Delhi,Delhi NCR,Rural,Tier 3,355,DG,5,0.03649271646465644,3.9769500865580495e-05
SITE0380,West,Rajasthan,Rajasthan,Jodhpur,Jaipur,Urban,Tier 3,3570,Hybrid,4,0.6815400286216118,0.0007427374387008413
SITE0381,West,Gujarat,Gujarat,Vadodara,Ahmedabad,Urban,Tier 1,9958,Grid,4,3.802115184881799,0.004143517879318195
SITE0382,West,Gujarat,Gujarat,Rajkot,Ahmedabad,Semi-Urban,Tier 2,2453,Hybrid,1,0.514611287656236,0.0005608196931490023
SITE0383,Central,Uttar Pradesh,UP,Noida,Delhi NCR,Semi-Urban,Tier 2,2200,DG,1,0.46153478713563767,0.0005029773032726478
SITE0384,West,Gujarat,Gujarat,Vadodara,Ahmedabad,Rural,Tier 2,1359,Solar,1,0.19957183772824189,0.00021749195845603177
SITE0385,East,West Bengal,East,Howrah,Kolkata,Semi-Urban,Tier 1,4123,Grid,5,1.210941408320149,0.0013196752681592628
SITE0386,Central,Uttar Pradesh,UP,Noida,Delhi NCR,Rural,Tier 3,200,Grid,1,0.020559276881496585,2.240535260032704e-05
SITE0387,West,Gujarat,Gujarat,Surat,Ahmedabad,Urban,Tier 2,5967,DG,8,1.6273506805862978,0.0017734751087346622
